doi,title,authors_str,pub_date,journal,abstract,pmid,pmid_link,pmcid,pmcid_link,citation_count,s2_paper_id
10.1111/cobi.14064,Genetic diversity and IUCN Red List status.,Chloé Schmidt; Sean Hoban; Margaret Hunter; Ivan Paz-Vinas; Colin J Garroway,2023-08-01,Conservation biology : the journal of the Society for Conservation Biology,"The International Union for Conservation of Nature (IUCN) Red List is an important and widely used tool for conservation assessment. The IUCN uses information about a species' range, population size, habitat quality and fragmentation levels, and trends in abundance to assess extinction risk. Genetic diversity is not considered, although it affects extinction risk. Declining populations are more strongly affected by genetic drift and higher rates of inbreeding, which can reduce the efficiency of selection, lead to fitness declines, and hinder species' capacities to adapt to environmental change. Given the importance of conserving genetic diversity, attempts have been made to find relationships between red-list status and genetic diversity. Yet, there is still no consensus on whether genetic diversity is captured by the current IUCN Red List categories in a way that is informative for conservation. To assess the predictive power of correlations between genetic diversity and IUCN Red List status in vertebrates, we synthesized previous work and reanalyzed data sets based on 3 types of genetic data: mitochondrial DNA, microsatellites, and whole genomes. Consistent with previous work, species with higher extinction risk status tended to have lower genetic diversity for all marker types, but these relationships were weak and varied across taxa. Regardless of marker type, genetic diversity did not accurately identify threatened species for any taxonomic group. Our results indicate that red-list status is not a useful metric for informing species-specific decisions about the protection of genetic diversity and that genetic data cannot be used to identify threat status in the absence of demographic data. Thus, there is a need to develop and assess metrics specifically designed to assess genetic diversity and inform conservation policy, including policies recently adopted by the UN's Convention on Biological Diversity Kunming-Montreal Global Biodiversity Framework.",36751982,https://pubmed.ncbi.nlm.nih.gov/36751982/,,,,
10.1111/nph.18718,Understanding local plant extinctions before it is too late: bridging evolutionary genomics with global ecology.,Moi Exposito-Alonso,2023-03-01,The New phytologist,"Understanding evolutionary genomic and population processes within a species range is key to anticipating the extinction of plant species before it is too late. However, most models of biodiversity risk under global change do not account for the genetic variation and local adaptation of different populations. Population diversity is critical to understanding extinction because different populations may be more or less susceptible to global change and, if lost, would reduce the total diversity within a species. Two new modeling frameworks advance our understanding of extinction from a population and evolutionary angle: Rapid climate change-driven disruptions in population adaptation are predicted from associations between genomes and local climates. Furthermore, losses of population diversity from global land-use transformations are estimated by scaling relationships of species' genomic diversity with habitat area. Overall, these global eco-evolutionary methods advance the predictability - and possibly the preventability - of the ongoing extinction of plant species.",36604850,https://pubmed.ncbi.nlm.nih.gov/36604850/,,,,
10.1111/cobi.14001,Understanding the drivers of expert opinion when classifying species as extinct.,David L Roberts; Amy Hinsley; Sicily Fiennes; Diogo Veríssimo,2023-02-01,Conservation biology : the journal of the Society for Conservation Biology,"The criteria as laid out by the International Union for the Conservation of Nature (IUCN) Red List are the gold standard by which the extinction risk of a species is assessed and where appropriate biological extinctions are declared. However, unlike all other categories, the category of extinct lacks a quantitative framework for assigning this category. Given its subjective nature, we surveyed expert assessors working on a diversity of taxa to explore the attributes they used to declare a species extinct. Using a choice experiment approach, we surveyed 674 experts from the IUCN Species Survival Commission specialist groups and taskforces. Data availability, time from the last sighting, detectability, habitat availability, and population decline were all important attributes favored by assessors when inferring extinction. Respondents with red-listing experience assigned more importance to the attributes data availability, time from the last sighting, and detectability when considering a species extinction, whereas those respondents working with well-known taxa gave more importance to the time from the last sighting. Respondents with no red-listing experience and those working with more well-known taxa (i.e., mammals and birds) were overall less likely to consider species extinct. Our findings on the importance assessors place on attributes used to declare a species extinct provide a basis for informing the development of specific criteria for more accurately assessing species extinctions.",36073325,https://pubmed.ncbi.nlm.nih.gov/36073325/,PMC10099933,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10099933/,,
10.1038/s42003-022-03638-9,More than half of data deficient species predicted to be threatened by extinction.,Jan Borgelt; Martin Dorber; Marthe Alnes Høiberg; Francesca Verones,2022-08-04,Communications biology,"The IUCN Red List of Threatened Species is essential for practical and theoretical efforts to protect biodiversity. However, species classified as ""Data Deficient"" (DD) regularly mislead practitioners due to their uncertain extinction risk. Here we present machine learning-derived probabilities of being threatened by extinction for 7699 DD species, comprising 17% of the entire IUCN spatial datasets. Our predictions suggest that DD species as a group may in fact be more threatened than data-sufficient species. We found that 85% of DD amphibians are likely to be threatened by extinction, as well as more than half of DD species in many other taxonomic groups, such as mammals and reptiles. Consequently, our predictions indicate that, amongst others, the conservation relevance of biodiversity hotspots in South America may be boosted by up to 20% if DD species were acknowledged. The predicted probabilities for DD species are highly variable across taxa and regions, implying current Red List-derived indices and priorities may be biased.",35927327,https://pubmed.ncbi.nlm.nih.gov/35927327/,PMC9352662,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9352662/,,
10.1038/s41559-022-01693-3,"Extinction, coextinction and colonization dynamics in plant-hummingbird networks under climate change.",Jesper Sonne; Pietro K Maruyama; Ana M Martín González; Carsten Rahbek; Jordi Bascompte; Bo Dalsgaard,2022-06-01,Nature ecology & evolution,"Climate-driven range shifts may cause local extinctions, while the accompanying loss of biotic interactions may trigger secondary coextinctions. At the same time, climate change may facilitate colonizations from regional source pools, balancing out local species loss. At present, how these extinction-coextinction-colonization dynamics affect biological communities under climate change is poorly understood. Using 84 communities of interacting plants and hummingbirds, we simulated patterns in climate-driven extinctions, coextinctions and colonizations under future climate change scenarios. Our simulations showed clear geographic discrepancies in the communities' vulnerability to climate change. Andean communities were the least affected by future climate change, as they experienced few climate-driven extinctions and coextinctions while having the highest colonization potential. In North America and lowland South America, communities had many climate-driven extinctions and few colonization events. Meanwhile, the pattern of coextinction was highly dependent on the configuration of networks formed by interacting hummingbirds and plants. Notably, North American communities experienced proportionally fewer coextinctions than other regions because climate-driven extinctions here primarily affected species with peripheral network roles. Moreover, coextinctions generally decreased in communities where species have few overlapping interactions, that is, communities with more complementary specialized and modular networks. Together, these results highlight that we should not expect colonizations to adequately balance out local extinctions in the most vulnerable ecoregions.",35347259,https://pubmed.ncbi.nlm.nih.gov/35347259/,,,,
10.1111/cobi.13896,"Extinction risk of the endemic vascular flora of Kauai, Hawaii, based on IUCN assessments.",Nina Rønsted; Seana K Walsh; Margaret Clark; Merlin Edmonds; Tim Flynn; Scott Heintzman; Alexander Loomis; David Lorence; Uma Nagendra; Ben Nyberg; Michael Opgenorth; Lauren Weisenberger; Adam Williams; Dustin Wolkis; Kenneth R Wood; Matthew Keir,2022-08-01,Conservation biology : the journal of the Society for Conservation Biology,"The International Union for Conservation of Nature's Red List of Threatened Species (IUCN Red List) is the world's most comprehensive information source on the global conservation status of species. Governmental agencies and conservation organizations increasingly rely on IUCN Red List assessments to develop conservation policies and priorities. Funding agencies use the assessments as evaluation criteria, and researchers use meta-analysis of red-list data to address fundamental and applied conservation science questions. However, the circa 143,000 IUCN assessments represent a fraction of the world's biodiversity and are biased in regional and organismal coverage. These biases may affect conservation priorities, funding, and uses of these data to understand global patterns. Isolated oceanic islands are characterized by high endemicity, but the unique biodiversity of many islands is experiencing high extinction rates. The archipelago of Hawaii has one of the highest levels of endemism of any floristic region; 90% of its 1367 native vascular plant taxa are classified as endemic. We used the IUCN's assessment of the complete single-island endemic (SIE) vascular plant flora of Kauai, Hawaii, to assess the proportion and drivers of decline of threatened plants in an oceanic island setting. We compared the IUCN assessments with federal, state, and other local assessments of Kauai species or taxa of conservation concern. Finally, we conducted a preliminary assessment for all 1044 native vascular plants of Hawaii based on IUCN criterion B by estimating area of occupancy, extent of occurrence, and number of locations to determine whether the pattern found for the SIE vascular flora of Kauai is comparable to the native vascular flora of the Hawaiian Islands. We compared our results with patterns observed for assessments of other floras. According to IUCN, 256 SIE vascular plant taxa are threatened with extinction and 5% are already extinct. This is the highest extinction risk reported for any flora to date. The preliminary assessment of the native vascular flora of Hawaii showed that 72% (753 taxa) is threatened. The flora of Hawaii may be one of the world's most threatened; thus, increased and novel conservation measures in the state and on other remote oceanic islands are urgently needed.",35146804,https://pubmed.ncbi.nlm.nih.gov/35146804/,PMC9544520,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9544520/,,
10.1016/j.tree.2021.12.002,Bridging the research-implementation gap in IUCN Red List assessments.,Victor Cazalis; Moreno Di Marco; Stuart H M Butchart; H Reşit Akçakaya; Manuela González-Suárez; Carsten Meyer; Viola Clausnitzer; Monika Böhm; Alexander Zizka; Pedro Cardoso; Aafke M Schipper; Steven P Bachman; Bruce E Young; Michael Hoffmann; Ana Benítez-López; Pablo M Lucas; Nathalie Pettorelli; Guillaume Patoine; Michela Pacifici; Theresa Jörger-Hickfang; Thomas M Brooks; Carlo Rondinini; Samantha L L Hill; Piero Visconti; Luca Santini,2022-04-01,Trends in ecology & evolution,"The International Union for Conservation of Nature (IUCN) Red List of Threatened Species is central in biodiversity conservation, but insufficient resources hamper its long-term growth, updating, and consistency. Models or automated calculations can alleviate those challenges by providing standardised estimates required for assessments, or prioritising species for (re-)assessments. However, while numerous scientific papers have proposed such methods, few have been integrated into assessment practice, highlighting a critical research-implementation gap. We believe this gap can be bridged by fostering communication and collaboration between academic researchers and Red List practitioners, and by developing and maintaining user-friendly platforms to automate application of the methods. We propose that developing methods better encompassing Red List criteria, systems, and drivers is the next priority to support the Red List.",35065822,https://pubmed.ncbi.nlm.nih.gov/35065822/,,,,
10.1111/brv.12816,"The Sixth Mass Extinction: fact, fiction or speculation?",Robert H Cowie; Philippe Bouchet; Benoît Fontaine,2022-04-01,Biological reviews of the Cambridge Philosophical Society,"There have been five Mass Extinction events in the history of Earth's biodiversity, all caused by dramatic but natural phenomena. It has been claimed that the Sixth Mass Extinction may be underway, this time caused entirely by humans. Although considerable evidence indicates that there is a biodiversity crisis of increasing extinctions and plummeting abundances, some do not accept that this amounts to a Sixth Mass Extinction. Often, they use the IUCN Red List to support their stance, arguing that the rate of species loss does not differ from the background rate. However, the Red List is heavily biased: almost all birds and mammals but only a minute fraction of invertebrates have been evaluated against conservation criteria. Incorporating estimates of the true number of invertebrate extinctions leads to the conclusion that the rate vastly exceeds the background rate and that we may indeed be witnessing the start of the Sixth Mass Extinction. As an example, we focus on molluscs, the second largest phylum in numbers of known species, and, extrapolating boldly, estimate that, since around AD 1500, possibly as many as 7.5-13% (150,000-260,000) of all ~2 million known species have already gone extinct, orders of magnitude greater than the 882 (0.04%) on the Red List. We review differences in extinction rates according to realms: marine species face significant threats but, although previous mass extinctions were largely defined by marine invertebrates, there is no evidence that the marine biota has reached the same crisis as the non-marine biota. Island species have suffered far greater rates than continental ones. Plants face similar conservation biases as do invertebrates, although there are hints they may have suffered lower extinction rates. There are also those who do not deny an extinction crisis but accept it as a new trajectory of evolution, because humans are part of the natural world; some even embrace it, with a desire to manipulate it for human benefit. We take issue with these stances. Humans are the only species able to manipulate the Earth on a grand scale, and they have allowed the current crisis to happen. Despite multiple conservation initiatives at various levels, most are not species oriented (certain charismatic vertebrates excepted) and specific actions to protect every living species individually are simply unfeasible because of the tyranny of numbers. As systematic biologists, we encourage the nurturing of the innate human appreciation of biodiversity, but we reaffirm the message that the biodiversity that makes our world so fascinating, beautiful and functional is vanishing unnoticed at an unprecedented rate. In the face of a mounting crisis, scientists must adopt the practices of preventive archaeology, and collect and document as many species as possible before they disappear. All this depends on reviving the venerable study of natural history and taxonomy. Denying the crisis, simply accepting it and doing nothing, or even embracing it for the ostensible benefit of humanity, are not appropriate options and pave the way for the Earth to continue on its sad trajectory towards a Sixth Mass Extinction.",35014169,https://pubmed.ncbi.nlm.nih.gov/35014169/,PMC9786292,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9786292/,,
10.1371/journal.pone.0259379,Evaluating firefly extinction risk: Initial red list assessments for North America.,Candace E Fallon; Anna C Walker; Sara Lewis; Joseph Cicero; Lynn Faust; Christopher M Heckscher; Cisteil X Pérez-Hernández; Ben Pfeiffer; Sarina Jepsen,2021-01-01,PloS one,"Fireflies are a family of charismatic beetles known for their bioluminescent signals. Recent anecdotal reports suggest that firefly populations in North America may be in decline. However, prior to this work, no studies have undertaken a systematic compilation of geographic distribution, habitat specificity, and threats facing North American fireflies. To better understand their extinction risks, we conducted baseline assessments according to the categories and criteria of the International Union for Conservation of Nature (IUCN) Red List for 132 species from the United States and Canada (approximately 79% of described species in the region). We found at least 18 species (14%) are threatened with extinction (e.g. categorized as Critically Endangered, Endangered, or Vulnerable) due to various pressures, including habitat loss, light pollution, and climate change (sea level rise and drought). In addition, more than half of the species (53%) could not be evaluated against the assessment criteria due to insufficient data, highlighting the need for further study. Future research and conservation efforts should prioritize monitoring and protecting populations of at-risk species, preserving and restoring habitat, gathering data on population trends, and filling critical information gaps for data deficient species suspected to be at risk.",34788329,https://pubmed.ncbi.nlm.nih.gov/34788329/,PMC8598072,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8598072/,,
10.1111/cobi.13844,Prevalence of sustainable and unsustainable use of wild species inferred from the IUCN Red List of Threatened Species.,Sophie M E Marsh; Michael Hoffmann; Neil D Burgess; Thomas M Brooks; Daniel W S Challender; Patricia J Cremona; Craig Hilton-Taylor; Flore Lafaye de Micheaux; Gabriela Lichtenstein; Dilys Roe; Monika Böhm,2022-04-01,Conservation biology : the journal of the Society for Conservation Biology,"Unsustainable exploitation of wild species represents a serious threat to biodiversity and to the livelihoods of local communities and Indigenous peoples. However, managed, sustainable use has the potential to forestall extinctions, aid recovery, and meet human needs. We analyzed species-level data for 30,923 species from 13 taxonomic groups on the International Union for Conservation of Nature Red List of Threatened Species to investigate patterns of intentional biological resource use. Forty percent of species (10,098 of 25,009 species from 10 data-sufficient taxonomic groups) were used. The main purposes of use were pets, display animals, horticulture, and human consumption. Intentional use is currently contributing to elevated extinction risk for 28-29% of threatened or near threatened (NT) species (2752-2848 of 9753 species). Intentional use also affected 16% of all species used (1597-1631 of 10,098). However, 72% of used species (7291 of 10,098) were least concern, of which nearly half (3469) also had stable or improving population trends. The remainder were not documented as threatened by biological resource use, including at least 172 threatened or NT species with stable or improving populations. About one-third of species that had use documented as a threat had no targeted species management actions to directly address this threat. To improve use-related red-list data, we suggest small amendments to the relevant classification schemes and required supporting documentation. Our findings on the prevalence of sustainable and unsustainable use, and variation across taxa, can inform international policy making, including the Intergovernmental Science-Policy Platform on Biodiversity and Ecosystem Services, the Convention on Biological Diversity, and the Convention on International Trade in Endangered Species.",34605070,https://pubmed.ncbi.nlm.nih.gov/34605070/,PMC9299080,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9299080/,,
10.1016/j.cub.2021.08.062,Overfishing drives over one-third of all sharks and rays toward a global extinction crisis.,Nicholas K Dulvy; Nathan Pacoureau; Cassandra L Rigby; Riley A Pollom; Rima W Jabado; David A Ebert; Brittany Finucci; Caroline M Pollock; Jessica Cheok; Danielle H Derrick; Katelyn B Herman; C Samantha Sherman; Wade J VanderWright; Julia M Lawson; Rachel H L Walls; John K Carlson; Patricia Charvet; Kinattumkara K Bineesh; Daniel Fernando; Gina M Ralph; Jay H Matsushiba; Craig Hilton-Taylor; Sonja V Fordham; Colin A Simpfendorfer,2021-11-08,Current biology : CB,"The scale and drivers of marine biodiversity loss are being revealed by the International Union for Conservation of Nature (IUCN) Red List assessment process. We present the first global reassessment of 1,199 species in Class Chondrichthyes-sharks, rays, and chimeras. The first global assessment (in 2014) concluded that one-quarter (24%) of species were threatened. Now, 391 (32.6%) species are threatened with extinction. When this percentage of threat is applied to Data Deficient species, more than one-third (37.5%) of chondrichthyans are estimated to be threatened, with much of this change resulting from new information. Three species are Critically Endangered (Possibly Extinct), representing possibly the first global marine fish extinctions due to overfishing. Consequently, the chondrichthyan extinction rate is potentially 25 extinctions per million species years, comparable to that of terrestrial vertebrates. Overfishing is the universal threat affecting all 391 threatened species and is the sole threat for 67.3% of species and interacts with three other threats for the remaining third: loss and degradation of habitat (31.2% of threatened species), climate change (10.2%), and pollution (6.9%). Species are disproportionately threatened in tropical and subtropical coastal waters. Science-based limits on fishing, effective marine protected areas, and approaches that reduce or eliminate fishing mortality are urgently needed to minimize mortality of threatened species and ensure sustainable catch and trade of others. Immediate action is essential to prevent further extinctions and protect the potential for food security and ecosystem functions provided by this iconic lineage of predators.",34492229,https://pubmed.ncbi.nlm.nih.gov/34492229/,,,,
10.1016/j.cub.2021.05.048,Larisa DeSantis.,Larisa DeSantis,2021-07-12,Current biology : CB,"Interview with Larisa DeSantis, who uses fossil mammals to study ancient climate change and extinctions, with a view to understand past and present ecosystems, at Vanderbilt University.",34256910,https://pubmed.ncbi.nlm.nih.gov/34256910/,,,,
10.1111/ele.13727,Drivers of local extinction risk in alpine plants under warming climate.,Hanna A Nomoto; Jake M Alexander,2021-06-01,Ecology letters,"The scarcity of local plant extinctions following recent climate change has been explained by demographic inertia and lags in the displacement of resident species by novel species, generating an 'extinction debt'. We established a transplant experiment to disentangle the contribution of these processes to the local extinction risk of four alpine plants in the Swiss Alps. Projected population growth (λ) derived from integral projection models was reduced by 0.07/°C of warming on average, whereas novel species additionally decreased λ by 0.15 across warming levels. Effects of novel species on predicted extinction time were greatest at warming < 2 °C for two species. Projected population declines under both warming and with novel species were primarily driven by increased mortality. Our results suggest that extinction debt can be explained by a combination of demographic inertia and lags in novel species establishment, with the latter being particularly important for some species under low levels of warming.",33780124,https://pubmed.ncbi.nlm.nih.gov/33780124/,PMC7612402,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7612402/,,
10.1111/cobi.13696,"Conservation resource allocation, small population resiliency, and the fallacy of conservation triage.",David A Wiedenfeld; Allison C Alberts; Ariadne Angulo; Elizabeth L Bennett; Onnie Byers; Topiltzin Contreras-MacBeath; Gláucia Drummond; Gustavo A B da Fonseca; Claude Gascon; Ian Harrison; Nicolas Heard; Axel Hochkirch; William Konstant; Penny F Langhammer; Olivier Langrand; Frederic Launay; Daniel J Lebbin; Susan Lieberman; Barney Long; Zhi Lu; Michael Maunder; Russell A Mittermeier; Sanjay Molur; Razan Khalifa Al Mubarak; Michael J Parr; Jonah Ratsimbazafy; Anders G J Rhodin; Anthony B Rylands; Jim Sanderson; Wes Sechrest; Pritpal Soorae; Jatna Supriatna; Amy Upgren; Jean-Christophe Vié; Li Zhang,2021-10-01,Conservation biology : the journal of the Society for Conservation Biology,"Some conservation prioritization methods are based on the assumption that conservation needs overwhelm current resources and not all species can be conserved; therefore, a conservation triage scheme (i.e., when the system is overwhelmed, species should be divided into three groups based on likelihood of survival, and efforts should be focused on those species in the group with the best survival prospects and reduced or denied to those in the group with no survival prospects and to those in the group not needing special efforts for their conservation) is necessary to guide resource allocation. We argue that this decision-making strategy is not appropriate because resources are not as limited as often assumed, and it is not evident that there are species that cannot be conserved. Small population size alone, for example, does not doom a species to extinction; plants, reptiles, birds, and mammals offer examples. Although resources dedicated to conserving all threatened species are insufficient at present, the world's economic resources are vast, and greater resources could be dedicated toward species conservation. The political framework for species conservation has improved, with initiatives such as the UN Sustainable Development Goals and other international agreements, funding mechanisms such as The Global Environment Facility, and the rise of many nongovernmental organizations with nimble, rapid-response small grants programs. For a prioritization system to allow no extinctions, zero extinctions must be an explicit goal of the system. Extinction is not inevitable, and should not be acceptable. A goal of no human-induced extinctions is imperative given the irreversibility of species loss.",33484006,https://pubmed.ncbi.nlm.nih.gov/33484006/,PMC8518633,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8518633/,,
10.1111/gcb.15464,Selective extinctions resulting from random habitat destruction lead to under-estimates of local and regional biodiversity loss in a manipulative field experiment.,Ryan J Almeida; Alexander A G Berro; Alston Lippert; Jake Clary; Sam McKlin; Erin V Scott; Kevin G Smith,2021-02-01,Global change biology,"Land-use change is a significant cause of anthropogenic extinctions, which are likely to continue and accelerate as habitat conversion proceeds in most biomes. One way to understand the effects of habitat loss on biodiversity is through improved tools for predicting the number and identity of species losses in response to habitat loss. There are relatively few methods for predicting extinctions and even fewer opportunities for rigorously assessing the quality of these predictions. In this paper, we address these issues by applying a new method based on rarefaction to predict species losses after random, but aggregated, habitat loss. We compare predictions from three rarefaction models, individual-based, sample-based, and spatially clustered, to those derived from a commonly used extinction estimation method, the species-area relationship (SAR). We apply each method to a mesocosm experiment, in which we aim to predict species richness and extinctions of arthropods immediately following 50% habitat loss. While each model produced strikingly accurate predictions of species richness immediately after the habitat loss disturbance, each model significantly underestimated the number of extinctions occurring at both the local (within-mesocosm) and regional (treatment-wide) scales. Despite the stochastic nature of our small-scale, short-term, and randomly applied habitat loss experiment, we found surprisingly clear evidence for extinction selectivity, for example, when abundant species with low extinction probabilities were extirpated following habitat loss. The important role played by selective extinction even in this contrived experimental system suggests that ecologically driven, trait-based extinctions play an equally important role to stochastic extinction, even when the disturbance itself has no clear selectivity. As a result, neutrally stochastic null models such as the SAR and rarefaction are likely to underestimate extinctions caused by habitat loss. Nevertheless, given the difficulty of predicting extinctions, null models provide useful benchmarks for conservation planning by providing minimum estimates and probabilities of species extinctions.",33249693,https://pubmed.ncbi.nlm.nih.gov/33249693/,,,,
10.1111/cobi.13590,Combined effects of life-history traits and human impact on extinction risk of freshwater megafauna.,Fengzhi He; Simone D Langhans; Christiane Zarfl; Roland Wanke; Klement Tockner; Sonja C Jähnig,2021-04-01,Conservation biology : the journal of the Society for Conservation Biology,"Megafauna species are intrinsically vulnerable to human impact. Freshwater megafauna (i.e., freshwater animals ≥30 kg, including fishes, mammals, reptiles, and amphibians) are subject to intensive and increasing threats. Thirty-four species are listed as critically endangered on the International Union for Conservation of Nature (IUCN). Red List of Threatened Species, the assessments for which are an important basis for conservation actions but remain incomplete for 49 (24%) freshwater megafauna species. Consequently, the window of opportunity for protecting these species could be missed. Identifying the factors that predispose freshwater megafauna to extinction can help predict their extinction risk and facilitate more effective and proactive conservation actions. Thus, we collated 8 life-history traits for 206 freshwater megafauna species. We used generalized linear mixed models to examine the relationships between extinction risk based on the IUCN Red List categories and the combined effect of multiple traits, as well as the effect of human impact on these relationships for 157 classified species. The most parsimonious model included human impact and traits related to species' recovery potential including life span, age at maturity, and fecundity. Applying the most parsimonious model to 49 unclassified species predicted that 17 of them are threatened. Accounting for model predictions together with IUCN Red List assessments, 50% of all freshwater megafauna species are considered threatened. The Amazon and Yangtze basins emerged as global diversity hotspots of threatened freshwater megafauna, in addition to existing hotspots, including the Ganges-Brahmaputra and Mekong basins and the Caspian Sea region. Assessment and monitoring of those species predicted to be threatened are needed, especially in the Amazon and Yangtze basins. Investigation of life-history traits and trends in population and distribution, regulation of overexploitation, maintaining river connectivity, implementing protected areas focusing on freshwater ecosystems, and integrated basin management are required to protect threatened freshwater megafauna in diversity hotspots.",32671869,https://pubmed.ncbi.nlm.nih.gov/32671869/,,,,
10.1038/s41598-020-67931-5,Societal attention toward extinction threats: a comparison between climate change and biological invasions.,Ivan Jarić; Céline Bellard; Franck Courchamp; Gregor Kalinkat; Yves Meinard; David L Roberts; Ricardo A Correia,2020-07-06,Scientific reports,"Public attention and interest in the fate of endangered species is a crucial prerequisite for effective conservation programs. Societal awareness and values will largely determine whether conservation initiatives receive necessary support and lead to adequate policy change. Using text data mining, we assessed general public attention in France, Germany and the United Kingdom toward climate change and biological invasions in relation to endangered amphibian, reptile, bird and mammal species. Our analysis revealed that public attention patterns differed among species groups and countries but was globally higher for climate change than for biological invasions. Both threats received better recognition in threatened than in non-threatened species, as well as in native species than in species from other countries and regions. We conclude that more efficient communication regarding the threat from biological invasions should be developed, and that conservation practitioners should take advantage of the existing attention toward climate change.",32632156,https://pubmed.ncbi.nlm.nih.gov/32632156/,PMC7338409,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7338409/,,
10.1073/pnas.1922686117,Vertebrates on the brink as indicators of biological annihilation and the sixth mass extinction.,Gerardo Ceballos; Paul R Ehrlich; Peter H Raven,2020-06-16,Proceedings of the National Academy of Sciences of the United States of America,"The ongoing sixth mass species extinction is the result of the destruction of component populations leading to eventual extirpation of entire species. Populations and species extinctions have severe implications for society through the degradation of ecosystem services. Here we assess the extinction crisis from a different perspective. We examine 29,400 species of terrestrial vertebrates, and determine which are on the brink of extinction because they have fewer than 1,000 individuals. There are 515 species on the brink (1.7% of the evaluated vertebrates). Around 94% of the populations of 77 mammal and bird species on the brink have been lost in the last century. Assuming all species on the brink have similar trends, more than 237,000 populations of those species have vanished since 1900. We conclude the human-caused sixth mass extinction is likely accelerating for several reasons. First, many of the species that have been driven to the brink will likely become extinct soon. Second, the distribution of those species highly coincides with hundreds of other endangered species, surviving in regions with high human impacts, suggesting ongoing regional biodiversity collapses. Third, close ecological interactions of species on the brink tend to move other species toward annihilation when they disappear-extinction breeds extinctions. Finally, human pressures on the biosphere are growing rapidly, and a recent example is the current coronavirus disease 2019 (Covid-19) pandemic, linked to wildlife trade. Our results reemphasize the extreme urgency of taking much-expanded worldwide actions to save wild species and humanity's crucial life-support systems from this existential threat.",32482862,https://pubmed.ncbi.nlm.nih.gov/32482862/,PMC7306750,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7306750/,,
10.1038/s41598-020-63333-9,Red List of vascular plants of Tajikistan - the core area of the Mountains of Central Asia global biodiversity hotspot.,Arkadiusz Nowak; Sebastian Świerszcz; Sylwia Nowak; Hikmat Hisorev; Ewelina Klichowska; Anna Wróbel; Agnieszka Nobis; Marcin Nobis,2020-04-10,Scientific reports,"Central Pamir-Alai, which is located almost entirely within the area of Tajikistan, is one of the world hotspots of biodiversity, harbouring ca. 4,300 species and 1,400 endemic plants. The first application of the IUCN Red List criteria reveals that among all native species occurring in Tajikistan 1,627 taxa (38.11%) are threatened, including 23 extinct (0.54%), 271 (6.34%) critically endangered (CR), 717 (16.79%) endangered (EN) and 639 (14.96%) vulnerable (VU). Globally, 20 taxa are extinct, 711 (16.65%) threatened, including 144 (3.37%) critically endangered, 322 (7.54%) endangered and 245 (5.73%) vulnerable. As we found positive correlation between human density and the number of threatened species, we suspect this indirect factor responsible for the species diversity decline. Extinct or threatened taxa have short blooming periods in spring or early summer, have limited geographical range and inhabit mainly valley bottoms at lower altitudes. Threatened taxa occupy extremely dry or wet habitats, such as deserts, semi-deserts, water reservoirs and fens. The group of threatened plants consists mostly of Central Asian, Indo-Indochinese and Arctic species. Ornamental plants have a higher extinction risk than other plants, but species collected for medicinal reasons and used for forage or food reveal lower retreatment rate. Our assessment fills a gap for important plant area and provides the data for raising the effectiveness of plant diversity conservation.",32277116,https://pubmed.ncbi.nlm.nih.gov/32277116/,PMC7148292,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7148292/,,
10.1073/pnas.1913007117,Recent responses to climate change reveal the drivers of species extinction and survival.,Cristian Román-Palacios; John J Wiens,2020-02-25,Proceedings of the National Academy of Sciences of the United States of America,"Climate change may be a major threat to biodiversity in the next 100 years. Although there has been important work on mechanisms of decline in some species, it generally remains unclear which changes in climate actually cause extinctions, and how many species will likely be lost. Here, we identify the specific changes in climate that are associated with the widespread local extinctions that have already occurred. We then use this information to predict the extent of future biodiversity loss and to identify which processes may forestall extinction. We used data from surveys of 538 plant and animal species over time, 44% of which have already had local extinctions at one or more sites. We found that locations with local extinctions had larger and faster changes in hottest yearly temperatures than those without. Surprisingly, sites with local extinctions had significantly smaller changes in mean annual temperatures, despite the widespread use of mean annual temperatures as proxies for overall climate change. Based on their past rates of dispersal, we estimate that 57-70% of these 538 species will not disperse quickly enough to avoid extinction. However, we show that niche shifts appear to be far more important for avoiding extinction than dispersal, although most studies focus only on dispersal. Specifically, considering both dispersal and niche shifts, we project that only 16-30% of these 538 species may go extinct by 2070. Overall, our results help identify the specific climatic changes that cause extinction and the processes that may help species to survive.",32041877,https://pubmed.ncbi.nlm.nih.gov/32041877/,PMC7049143,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7049143/,,
