doi,title,authors_str,pub_date,journal,abstract,pmid,pmid_link,pmcid,pmcid_link,citation_count,s2_paper_id
10.1002/ece3.7360,Urban living influences the nesting success of Darwin's finches in the Galápagos Islands.,Johanna A Harvey; Kiley Chernicky; Shelby R Simons; Taylor B Verrett; Jaime A Chaves; Sarah A Knutie,2021-05-01,Ecology and evolution,"Urbanization is expanding worldwide with major consequences for organisms. Anthropogenic factors can reduce the fitness of animals but may have benefits, such as consistent human food availability. Understanding anthropogenic trade-offs is critical in environments with variable levels of natural food availability, such as the Galápagos Islands, an area of rapid urbanization. For example, during dry years, the reproductive success of bird species, such as Darwin's finches, is low because reduced precipitation impacts food availability. Urban areas provide supplemental human food to finches, which could improve their reproductive success during years with low natural food availability. However, urban finches might face trade-offs, such as the incorporation of anthropogenic debris (e.g., string, plastic) into their nests, which may increase mortality. In our study, we determined the effect of urbanization on the nesting success of small ground finches (Geospiza fuliginosa; a species of Darwin's finch) during a dry year on San Cristóbal Island. We quantified nest building, egg laying and hatching, and fledging in an urban and nonurban area and characterized the anthropogenic debris in nests. We also documented mortalities including nest trash-related deaths and whether anthropogenic materials directly led to entanglement- or ingestion-related nest mortalities. Overall, urban finches built more nests, laid more eggs, and produced more fledglings than nonurban finches. However, every nest in the urban area contained anthropogenic material, which resulted in 18% nestling mortality while nonurban nests had no anthropogenic debris. Our study showed that urban living has trade-offs: urban birds have overall higher nesting success during a dry year than nonurban birds, but urban birds can suffer mortality from anthropogenic-related nest-materials. These results suggest that despite potential costs, finches benefit overall from urban living and urbanization may buffer the effects of limited resource availability in the Galápagos Islands.",34025990,https://pubmed.ncbi.nlm.nih.gov/34025990/,PMC8131787,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8131787/,,
10.1111/jeb.13783,Behavioural response to songs between genetically diverged allopatric populations of Darwin's small tree finch in the Galápagos.,Diane Colombelli-Négrel; Sonia Kleindorfer,2021-05-01,Journal of evolutionary biology,"Empirical data that identify contemporary mechanisms of divergence shed light on how species could multiply. In this study, we measured population genetic structure, song syllable diversity and response to simulated intruder song in Darwin's small tree finch (Camarhynchus parvulus) on Santa Cruz and Floreana Islands, Galápagos archipelago. Our aim was to test whether the magnitude of contemporary behavioural response in resident birds was consistent with patterns of genetic or cultural differences between populations. We analysed genetic structure and the occurrence of song syllable types, and experimentally measured the response of resident birds to intruder bird song from different geographical origin (i.e., island) or syllable type. We discovered a weak signal of population genetic structure between Santa Cruz and Floreana Islands. Although some song syllables occurred on both islands, others were unique to each island; Santa Cruz Island males used more unique syllables than Floreana Island males. Both Santa Cruz and Floreana resident males discriminated their response towards a simulated intruder song based on the geographical origin of the intruder song, but not on the syllable type sung by the intruder. We conclude that the populations are diverging in genetic and cultural traits and identified a signal of contemporary behavioural response that could maintain divergence upon secondary contact.",33714212,https://pubmed.ncbi.nlm.nih.gov/33714212/,PMC8251970,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8251970/,,
10.1371/journal.pone.0237687,Sex identification in embryos and adults of Darwin's finches.,Mariya P Dobreva; Joshua G Lynton-Jenkins; Jaime A Chaves; Masayoshi Tokita; Camille Bonneaud; Arkhat Abzhanov,2021-01-01,PloS one,"Darwin's finches are an iconic example of adaptive radiation and evolution under natural selection. Comparative genetic studies using embryos of Darwin's finches have shed light on the possible evolutionary processes underlying the speciation of this clade. Molecular identification of the sex of embryonic samples is important for such studies, where this information often cannot be inferred otherwise. We tested a fast and simple chicken embryo protocol to extract DNA from Darwin's finch embryos. In addition, we applied minor modifications to two of the previously reported PCR primer sets for CHD1, a gene used for sexing adult passerine birds. The sex of all 29 tested embryos of six species of Darwin's finches was determined successfully by PCR, using both primer sets. Next to embryos, hatchlings and fledglings are also impossible to distinguish visually. This extends to juveniles of sexually dimorphic species which are yet to moult in adult-like plumage and beak colouration. Furthermore, four species of Darwin's finches are monomorphic, males and females looking alike. Therefore, sex assessment in the field can be a source of error, especially with respect to juveniles and mature monomorphic birds outside of the mating season. We caught 567 juveniles and adults belonging to six species of Darwin's finches and only 44% had unambiguous sex-specific morphology. We sexed 363 birds by PCR: individuals sexed based on marginal sex specific morphological traits; and birds which were impossible to classify in the field. PCR revealed that for birds with marginal sex specific traits, sexing in the field produced a 13% error rate. This demonstrates that PCR based sexing can improve field studies on Darwin's finches, especially when individuals with unclear sex-related morphology are involved. The protocols used here provide an easy and reliable way to sex Darwin's finches throughout ontogeny, from embryos to adults.",33667220,https://pubmed.ncbi.nlm.nih.gov/33667220/,PMC7935298,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7935298/,,
10.1242/jeb.230607,Testing the influence of crushing surface variation on seed-cracking performance among beak morphs of the African seedcracker Pyrenestes ostrinus.,Nicola S Heckeberg; Philip S L Anderson; Emily J Rayfield,2021-03-04,The Journal of experimental biology,"Extreme phenotypic polymorphism is an oft-cited example of evolutionary theory in practice. Although these morphological variations are assumed to be adaptive, few studies have biomechanically tested such hypotheses. Pyrenestes ostrinus (the African seedcracker finch) shows an intraspecific polymorphism in beak size and shape that is entirely diet driven and allelically determined. Three distinct morphs feed upon soft sedge seeds during times of abundance, but during lean times switch to specializing on three different species of sedge seeds that differ significantly in hardness. Here, we test the hypothesis that beak morphology is directly related to consuming seeds of different hardness. We used a novel experimental analysis to test how beak morphology affects the efficiency of cracking sedge seeds of variable hardness, observing that neither mandibular ramus width nor crushing surface morphology had significant effects on the ability to crack different seed types. It is likely that feeding performance is correlated with other aspects of beak size and shape, such as beak depth and strength, muscle force or gape. Our results highlight how even seemingly straightforward examples of adaptive selection in nature can be complex in practice.",33536307,https://pubmed.ncbi.nlm.nih.gov/33536307/,,,,
10.1002/ece3.6994,Ecological and morphological determinants of evolutionary diversification in Darwin's finches and their relatives.,Ashley M Reaney; Yanis Bouchenak-Khelladi; Joseph A Tobias; Arkhat Abzhanov,2020-12-01,Ecology and evolution,"Darwin's finches are a classic example of adaptive radiation, a process by which multiple ecologically distinct species rapidly evolve from a single ancestor. Such evolutionary diversification is typically explained by adaptation to new ecological opportunities. However, the ecological diversification of Darwin's finches following their dispersal to Galápagos was not matched on the same archipelago by other lineages of colonizing land birds, which diversified very little in terms of both species number and morphology. To better understand the causes underlying the extraordinary variation in Darwin's finches, we analyze the evolutionary dynamics of speciation and trait diversification in Thraupidae, including Coerebinae (Darwin's finches and relatives) and, their closely related clade, Sporophilinae. For all traits, we observe an early pulse of speciation and morphological diversification followed by prolonged periods of slower steady-state rates of change. The primary exception is the apparent recent increase in diversification rate in Darwin's finches coupled with highly variable beak morphology, a potential key factor explaining this adaptive radiation. Our observations illustrate how the exploitation of ecological opportunity by contrasting means can produce clades with similarly high diversification rate yet strikingly different degrees of ecological and morphological differentiation.",33391699,https://pubmed.ncbi.nlm.nih.gov/33391699/,PMC7771120,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7771120/,,
10.1016/j.molp.2020.11.020,From common gardens to candidate genes: an elegant case of homoploid hybrid speciation.,Gregory L Owens,2021-02-01,Molecular plant,,33271335,https://pubmed.ncbi.nlm.nih.gov/33271335/,,,,
10.1016/j.cub.2020.09.019,The Radiation of Darwin's Giant Daisies in the Galápagos Islands.,Mario Fernández-Mazuecos; Pablo Vargas; Ross A McCauley; David Monjas; Ana Otero; Jaime A Chaves; Juan Ernesto Guevara Andino; Gonzalo Rivas-Torres,2020-12-21,Current biology : CB,"Evolutionary radiations on oceanic islands have fascinated biologists since Darwin's exploration of the Galápagos archipelago [1, 2]. Island radiations can provide key insights for understanding rapid speciation, including evolutionary patterns and the processes behind them. However, lack of resolution of species relationships has historically hindered their investigation, particularly in the plant kingdom [3-5]. Here, we report a time-calibrated phylogenomic analysis based on genotyping-by-sequencing data [6] of the 15 species of Scalesia (Darwin's giant daisies), an iconic and understudied plant radiation endemic to the Galápagos Islands and considered the plant counterpart to Darwin's finches [1, 7-9]. Results support a Pliocene to early Pleistocene divergence between Scalesia and the closest South American relatives, and rapid diversification of extant Scalesia species from a common ancestor dated to the Middle Pleistocene. Major evolutionary patterns in Scalesia include the following: (1) lack of compliance with the ""progression rule"" hypothesis, in which earlier diverging lineages are expected to occupy older islands; (2) a predominance of within-island speciation over between-island speciation; and (3) repeated convergent evolution of potentially adaptive traits and habitat preferences on different islands during the course of diversification. Massive sequencing provided the essential framework for investigating evolutionary and ecological processes in the complex natural laboratory of the Galápagos, thereby advancing our understanding of island plant radiations.",33007244,https://pubmed.ncbi.nlm.nih.gov/33007244/,,,,
10.1111/mec.15630,Rapid homoploid hybrid speciation in British gardens: The origin of Oxford ragwort (Senecio squalidus).,Bruno Nevado; Stephen A Harris; Mark A Beaumont; Simon J Hiscock,2020-11-01,Molecular ecology,"Hybridisation can lead to homoploid hybrid speciation, i.e., the origin of new species without change in chromosome number between parents and offspring. Central to homoploid hybrid speciation is the role of hybridisation in the establishment of reproductive isolation between the hybrid and the parental species in the early stages of speciation, when typically all species occur at least partly in sympatry. In this work we analyse genome-wide polymorphism data obtained by transcriptome sequencing of the British hybrid species Oxford ragwort (Senecio squalidus, Asteraceae), its two Italian parental species (S. aethnensis and S. chrysanthemifolius) and their naturally occurring hybrids on Mt Etna (Italy). We show that Oxford ragwort most likely originated from de novo hybridisation between its two Italian parental species whilst they were in cultivation in British gardens at the turn of the 18th century. Reproductive isolation between the new hybrid species and its parental species probably resulted from inheritance of genetic incompatibilities between the two parental species and subsequent ecological segregation - both of which have been shown in previous studies. Our results imply that S. squalidus meets the most stringent criteria set forth to identify homoploid hybrid speciation, and call attention to the creative role of hybridisation in responding to novel environmental conditions.",32911573,https://pubmed.ncbi.nlm.nih.gov/32911573/,,,,
10.1538/expanim.69suppl-P-7,Breeding and lineage development.,,2020-01-01,Experimental animals,,32759508,https://pubmed.ncbi.nlm.nih.gov/32759508/,PMC7405507,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7405507/,,
10.1098/rstb.2019.0530,On the completion of speciation.,Nicholas H Barton,2020-08-31,"Philosophical transactions of the Royal Society of London. Series B, Biological sciences",,32654647,https://pubmed.ncbi.nlm.nih.gov/32654647/,PMC7423282,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7423282/,,
10.1038/s41559-020-1183-9,Female-biased gene flow between two species of Darwin's finches.,Sangeet Lamichhaney; Fan Han; Matthew T Webster; B Rosemary Grant; Peter R Grant; Leif Andersson,2020-07-01,Nature ecology & evolution,"The mosaic nature of hybrid genomes is well recognized, but little is known of how they are shaped initially by patterns of breeding, selection, recombination and differential incompatibilities. On the small Galápagos island of Daphne Major, two species of Darwin's finches, Geospiza fortis and G. scandens, hybridize rarely and back-cross bidirectionally with little or no loss of fitness under conditions of plentiful food. We used whole-genome sequences to compare genomes from periods before and after successful interbreeding followed by back-crossing. We inferred extensive introgression from G. fortis to G. scandens on autosomes and mitochondria but not on the Z chromosome. The unique combination of long-term field observations and genomic data shows that the reduction of gene flow for Z-linked loci primarily reflects female-biased gene flow, arising from a hybrid-male disadvantage in competition for high-quality territories and mates, rather than from genetic incompatibilities at Z-linked loci.",32367030,https://pubmed.ncbi.nlm.nih.gov/32367030/,,,,
10.1073/pnas.2000388117,Triad hybridization via a conduit species.,Peter R Grant; B Rosemary Grant,2020-04-07,Proceedings of the National Academy of Sciences of the United States of America,"Introgressive hybridization can affect the evolution of populations in several important ways. It may retard or reverse divergence of species, enable the development of novel traits, enhance the potential for future evolution by elevating levels of standing variation, create new species, and alleviate inbreeding depression in small populations. Most of what is known of contemporary hybridization in nature comes from the study of pairs of species, either coexisting in the same habitat or distributed parapatrically and separated by a hybrid zone. More rarely, three species form an interbreeding complex (triad), reported in vertebrates, insects, and plants. Often, one species acts as a genetic link or conduit for the passage of genes (alleles) between two others that rarely, if ever, hybridize. Demographic and genetic consequences are unknown. Here we report results of a long-term study of interbreeding Darwin's finches on Daphne Major island, Galápagos. Geospiza fortis acted as a conduit for the passage of genes between two others that have never been observed to interbreed on Daphne: Geospiza fuliginosa, a rare immigrant, and Geospiza scandens, a resident. Microsatellite gene flow from G. fortis into G. scandens increased in frequency during 30 y of favorable ecological conditions, resulting in genetic and morphological convergence. G. fortis, G. scandens, and the derived dihybrids and trihybrids experienced approximately equal fitness. Especially relevant to young adaptive radiations, where species differ principally in ecology and behavior, these findings illustrate how new combinations of genes created by hybridization among three species can enhance the potential for evolutionary change.",32213581,https://pubmed.ncbi.nlm.nih.gov/32213581/,PMC7148562,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7148562/,,
10.1038/s41559-019-1092-y,The consequences of craniofacial integration for the adaptive radiations of Darwin's finches and Hawaiian honeycreepers.,Guillermo Navalón; Jesús Marugán-Lobón; Jen A Bright; Christopher R Cooney; Emily J Rayfield,2020-02-01,Nature ecology & evolution,"The diversifications of Darwin's finches and Hawaiian honeycreepers are two text-book examples of adaptive radiation in birds. Why these two bird groups radiated while the remaining endemic birds in these two archipelagos exhibit relatively low diversity and disparity remains unexplained. Ecological factors have failed to provide a convincing answer to this phenomenon, and some intrinsic causes connected to craniofacial evolution have been hypothesized. The tight coevolution of the beak and the remainder of the skull in diurnal raptors and parrots suggests that integration may be the prevalent condition in landbirds (Inopinaves). This is in contrast with the archetypal relationship between beak shape and ecology in Darwin's finches and Hawaiian honeycreepers, which suggests that the beak can adapt as a distinct module in these birds. Modularity has therefore been proposed to underpin the adaptive radiation of these groups, allowing the beak to evolve more rapidly and freely in response to ecological opportunity. Here, using geometric morphometrics and phylogenetic comparative methods in a broad sample of landbird skulls, we show that craniofacial evolution in Darwin's finches and Hawaiian honeycreepers seems to be characterized by a tighter coevolution of the beak and the rest of the skull (cranial integration) than in most landbird lineages, with rapid and extreme morphological evolution of both skull regions along constrained directions of phenotypic space. These patterns are unique among landbirds, including other sympatric island radiations, and therefore counter previous hypotheses by showing that tighter cranial integration, not only modularity, can facilitate evolution along adaptive directions.",32015429,https://pubmed.ncbi.nlm.nih.gov/32015429/,,,,
10.1371/journal.pone.0226432,"An inter-island comparison of Darwin's finches reveals the impact of habitat, host phylogeny, and island on the gut microbiome.",Wesley T Loo; Rachael Y Dudaniec; Sonia Kleindorfer; Colleen M Cavanaugh,2019-01-01,PloS one,"Darwin's finch species in the Galapagos Archipelago are an iconic adaptive radiation that offer a natural experiment to test for the various factors that influence gut microbiome composition. The island of Floreana has the longest history of human settlement within the archipelago and offers an opportunity to compare island and habitat effects on Darwin's finch microbiomes. In this study, we compare gut microbiomes in Darwin's finch species on Floreana Island to test for effects of host phylogeny, habitat (lowlands, highlands), and island (Floreana, Santa Cruz). We used 16S rRNA Illumina sequencing of fecal samples to assess the gut microbiome composition of Darwin's finches, complemented by analyses of stable isotope values and foraging data to provide ecological context to the patterns observed. Overall bacterial composition of the gut microbiome demonstrated co-phylogeny with Floreana hosts, recapitulated the effect of habitat and diet, and showed differences across islands. The finch phylogeny uniquely explained more variation in the microbiome than did foraging data. Finally, there were interaction effects for island × habitat, whereby the same Darwin's finch species sampled on two islands differed in microbiome for highland samples (highland finches also had different diets across islands) but not lowland samples (lowland finches across islands had comparable diet). Together, these results corroborate the influence of phylogeny, age, diet, and sampling location on microbiome composition and emphasize the necessity for comprehensive sampling given the multiple factors that influence the gut microbiome in Darwin's finches, and by extension, in animals broadly.",31834908,https://pubmed.ncbi.nlm.nih.gov/31834908/,PMC6910665,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6910665/,,
10.1038/s41598-019-54869-6,"Host phylogeny, diet, and habitat differentiate the gut microbiomes of Darwin's finches on Santa Cruz Island.",Wesley T Loo; Jefferson García-Loor; Rachael Y Dudaniec; Sonia Kleindorfer; Colleen M Cavanaugh,2019-12-11,Scientific reports,"Darwin's finches are an iconic example of an adaptive radiation with well-characterized evolutionary history, dietary preferences, and biogeography, offering an unparalleled opportunity to disentangle effects of evolutionary history on host microbiome from other factors like diet and habitat. Here, we characterize the gut microbiome in Darwin's finches, comparing nine species that occupy diverse ecological niches on Santa Cruz island. The finch phylogeny showed moderate congruence with the microbiome, which was comprised mostly of the bacterial phyla Firmicutes, Actinobacteria, and Proteobacteria. Diet, as measured with stable isotope values and foraging observations, also correlated with microbiome differentiation. Additionally, each gut microbial community could easily be classified by the habitat of origin independent of host species. Altogether, these findings are consistent with a model of microbiome assembly in which environmental filtering via diet and habitat are primary determinants of the bacterial taxa present with lesser influence from the evolutionary history between finch species.",31827126,https://pubmed.ncbi.nlm.nih.gov/31827126/,PMC6906294,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6906294/,,
10.1098/rspb.2019.2290,Temporally varying disruptive selection in the medium ground finch (Geospiza fortis).,Marc-Olivier Beausoleil; Luke O Frishkoff; Leithen K M'Gonigle; Joost A M Raeymaekers; Sarah A Knutie; Luis F De León; Sarah K Huber; Jaime A Chaves; Dale H Clayton; Jennifer A H Koop; Jeffrey Podos; Diana M T Sharpe; Andrew P Hendry; Rowan D H Barrett,2019-12-04,Proceedings. Biological sciences,"Disruptive natural selection within populations exploiting different resources is considered to be a major driver of adaptive radiation and the production of biodiversity. Fitness functions, which describe the relationships between trait variation and fitness, can help to illuminate how this disruptive selection leads to population differentiation. However, a single fitness function represents only a particular selection regime over a single specified time period (often a single season or a year), and therefore might not capture longer-term dynamics. Here, we build a series of annual fitness functions that quantify the relationships between phenotype and apparent survival. These functions are based on a 9-year mark-recapture dataset of over 600 medium ground finches (Geospiza fortis) within a population bimodal for beak size. We then relate changes in the shape of these functions to climate variables. We find that disruptive selection between small and large beak morphotypes, as reported previously for 2 years, is present throughout the study period, but that the intensity of this selection varies in association with the harshness of environment. In particular, we find that disruptive selection was strongest when precipitation was high during the dry season of the previous year. Our results shed light on climatic factors associated with disruptive selection in Darwin's finches, and highlight the role of temporally varying fitness functions in modulating the extent of population differentiation.",31795872,https://pubmed.ncbi.nlm.nih.gov/31795872/,PMC6939253,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6939253/,,
10.1111/1365-2656.13127,Human influences on antipredator behaviour in Darwin's finches.,Kiyoko M Gotanda,2020-02-01,The Journal of animal ecology,"Humans exert dramatic influences upon the environment, creating novel selective pressures to which organisms must adapt. On the Galapagos, humans have established a permanent presence and have altered selective pressures through influences such as invasive predators and urbanization, affecting iconic species such as Darwin's finches. Here, I ask two key questions: (a) Does antipredator behaviour (e.g., flight initiation distance - FID) change depending on whether invasive predators are historically absent, present, or eradicated? and (b) To what degree does urbanization affect antipredator behaviour? This study is one of the first to quantify antipredator behaviour in endemic species after the eradication of invasive predators. This will help to understand the consequences of invasive predator eradication and inform conservation measures. I quantified FID, an antipredator behaviour, in the small ground finch, across multiple islands in the Galapagos that varied in the presence, absence, or successful eradication of invasive predators. On islands with human populations, I quantified FID in urban and non-urban populations of finches. FID was higher on islands with invasive predators compared to islands with no predators. On islands from which invasive predators were eradicated ~11 years previously, FID was also higher than on islands with no invasive predators. Within islands that had both urban and non-urban populations of finches, FID was lower in urban finch populations, but only above a threshold human population size. FID in larger urban areas on islands with invasive predators was similar to or lower than FID on islands with no history of invasive predators. Overall, these results suggest that invasive predators can have a lasting effect on antipredator behaviour, even after eradication. Furthermore, the effect of urbanization can strongly oppose the effect of invasive predators, reducing antipredator behaviour to levels lower than found on pristine islands with no human influences. These results improve our understanding of human influences on antipredator behaviour which can help inform future conservation and management efforts on islands.",31746013,https://pubmed.ncbi.nlm.nih.gov/31746013/,,,,
10.1073/pnas.1913534116,Hybridization increases population variation during adaptive radiation.,Peter R Grant; B Rosemary Grant,2019-11-12,Proceedings of the National Academy of Sciences of the United States of America,"Adaptive radiations are prominent components of the world's biodiversity. They comprise many species derived from one or a small number of ancestral species in a geologically short time that have diversified into a variety of ecological niches. Several authors have proposed that introgressive hybridization has been important in the generation of new morphologies and even new species, but how that happens throughout evolutionary history is not known. Interspecific gene exchange is expected to have greatest impact on variation if it occurs after species have diverged genetically and phenotypically but before genetic incompatibilities arise. We use a dated phylogeny to infer that populations of Darwin's finches in the Galápagos became more variable in morphological traits through time, consistent with the hybridization hypothesis, and then declined in variation after reaching a peak. Some species vary substantially more than others. Phylogenetic inferences of hybridization are supported by field observations of contemporary hybridization. Morphological effects of hybridization have been investigated on the small island of Daphne Major by documenting changes in hybridizing populations of Geospiza fortis and Geospiza scandens over a 30-y period. G. scandens showed more evidence of admixture than G. fortis Beaks of G. scandens became progressively blunter, and while variation in length increased, variation in depth decreased. These changes imply independent effects of introgression on 2, genetically correlated, beak dimensions. Our study shows how introgressive hybridization can alter ecologically important traits, increase morphological variation as a radiation proceeds, and enhance the potential for future evolution in changing environments.",31659024,https://pubmed.ncbi.nlm.nih.gov/31659024/,PMC6859339,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6859339/,,
10.1098/rspb.2019.0461,"Introduced parasite changes host phenotype, mating signal and hybridization risk: Philornis downsi effects on Darwin's finch song.",Sonia Kleindorfer; Georgina Custance; Katharina J Peters; Frank J Sulloway,2019-06-12,Proceedings. Biological sciences,"Introduced parasites that alter their host's mating signal can change the evolutionary trajectory of a species through sexual selection. Darwin's Camarhynchus finches are threatened by the introduced fly Philornis downsi that is thought to have accidentally arrived on the Galapagos Islands during the 1960s. The P. downsi larvae feed on the blood and tissue of developing finches, causing on average approximately 55% in-nest mortality and enlarged naris size in survivors. Here we test if enlarged naris size is associated with song characteristics and vocal deviation in the small tree finch ( Camarhynchus parvulus), the critically endangered medium tree finch ( C. pauper) and the recently observed hybrid tree finch group ( Camarhynchus hybrids). Male C. parvulus and C. pauper with enlarged naris size produced song with lower maximum frequency and greater vocal deviation, but there was no significant association in hybrids. Less vocal deviation predicted faster pairing success in both parental species. Finally, C. pauper males with normal naris size produced species-specific song, but male C. pauper with enlarged naris size had song that was indistinguishable from other tree finches. When parasites disrupt host mating signal, they may also facilitate hybridization. Here we show how parasite-induced naris enlargement affects vocal quality, resulting in blurred species mating signals.",31185871,https://pubmed.ncbi.nlm.nih.gov/31185871/,PMC6571467,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6571467/,,
10.1098/rsos.181616,Genetic admixture predicts parasite intensity: evidence for increased hybrid performance in Darwin's tree finches.,Katharina J Peters; Christine Evans; J David Aguirre; Sonia Kleindorfer,2019-04-01,Royal Society open science,"Hybridization can increase adaptive potential when enhanced genetic diversity or novel genetic combinations confer a fitness advantage, such as in the evolution of anti-parasitic mechanisms. Island systems are especially susceptible to invasive parasites due to the lack of defence mechanisms that usually coevolve in long-standing host-parasite relationships. We test if host genetic admixture affects parasite numbers in a novel host-parasite association on the Galápagos Islands. Specifically, we compare the number of Philornis downsi in nests with offspring sired by Darwin's small tree finch (Camarhynchus parvulus), Darwin's medium tree finch (C. pauper) and hybrids of these two species. The number of P. downsi decreased with an increasing genetic admixture of the attending male, and nests of hybrid males had approximately 50% fewer parasites than C. parvulus nests, and approximately 60% fewer parasites than C. pauper nests. This finding indicates that hybridization in this system could be favoured by selection and reveal a mechanism to combat an invasive parasite.",31183118,https://pubmed.ncbi.nlm.nih.gov/31183118/,PMC6502384,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6502384/,,
10.1073/pnas.1903838116,Adult sex ratio influences mate choice in Darwin's finches.,Peter R Grant; B Rosemary Grant,2019-06-18,Proceedings of the National Academy of Sciences of the United States of America,"The adult sex ratio (ASR) is an important property of populations. Comparative phylogenetic analyses have shown that unequal sex ratios are associated with the frequency of changing mates, extrapair mating (EPM), mating system and parental care, sex-specific survival, and population dynamics. Comparative demographic analyses are needed to validate the inferences, and to identify the causes and consequences of sex ratio inequalities in changing environments. We tested expected consequences of biased sex ratios in two species of Darwin's finches in the Galápagos, where annual variation in rainfall, food supply, and survival is pronounced. Environmental perturbations cause sex ratios to become strongly male-biased, and when this happens, females have increased opportunities to choose high-quality males. The choice of a mate is influenced by early experience of parental morphology (sexual imprinting), and since morphological traits are highly heritable, mate choice is expressed as a positive correlation between mates. The expected assortative mating was demonstrated when the Geospiza scandens population was strongly male-biased, and not present in the contemporary Geospiza fortis population with an equal sex ratio. Initial effects of parental imprinting were subsequently overridden by other factors when females changed mates, some repeatedly. Females of both species were more frequently polyandrous in male-biased populations, and fledged more offspring by changing mates. The ASR ratio indirectly affected the frequency of EPM (and hybridization), but this did not lead to social mate choice. The study provides a strong demonstration of how mating patterns change when environmental fluctuations lead to altered sex ratios through differential mortality.",31160459,https://pubmed.ncbi.nlm.nih.gov/31160459/,PMC6589660,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6589660/,,
10.1371/journal.pgen.1008125,The evolution of hybrid fitness during speciation.,Andrius J Dagilis; Mark Kirkpatrick; Daniel I Bolnick,2019-05-01,PLoS genetics,"The evolution of postzygotic reproductive isolation is an important component of speciation. But before isolation is complete there is sometimes a phase of heterosis in which hybrid fitness exceeds that of the two parental species. The genetics and evolution of heterosis and postzygotic isolation have typically been studied in isolation, precluding the development of a unified theory of speciation. Here, we develop a model that incorporates both positive and negative gene interactions, and accounts for the evolution of both heterosis and postzygotic isolation. We parameterize the model with recent data on the fitness effects of 10,000 mutations in yeast, singly and in pairwise epistatic combinations. The model makes novel predictions about the types of interactions that contribute to declining hybrid fitness. We reproduce patterns familiar from earlier models of speciation (e.g. Haldane's Rule and Darwin's Corollary) and identify new mechanisms that may underlie these patterns. Our approach provides a general framework for integrating experimental data from gene interaction networks into speciation theory and makes new predictions about the genetic mechanisms of speciation.",31059513,https://pubmed.ncbi.nlm.nih.gov/31059513/,PMC6502311,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6502311/,,
10.1093/molbev/msz090,"Additive Traits Lead to Feeding Advantage and Reproductive Isolation, Promoting Homoploid Hybrid Speciation.",Juan F Masello; Petra Quillfeldt; Edson Sandoval-Castellanos; Rachael Alderman; Luciano Calderón; Yves Cherel; Theresa L Cole; Richard J Cuthbert; Manuel Marin; Melanie Massaro; Joan Navarro; Richard A Phillips; Peter G Ryan; Lara D Shepherd; Cristián G Suazo; Henri Weimerskirch; Yoshan Moodley,2019-08-01,Molecular biology and evolution,"Speciation through homoploid hybridization (HHS) is considered extremely rare in animals. This is mainly because the establishment of reproductive isolation as a product of hybridization is uncommon. Additionally, many traits are underpinned by polygeny and/or incomplete dominance, where the hybrid phenotype is an additive blend of parental characteristics. Phenotypically intermediate hybrids are usually at a fitness disadvantage compared with parental species and tend to vanish through backcrossing with parental population(s). It is therefore unknown whether the additive nature of hybrid traits in itself could lead successfully to HHS. Using a multi-marker genetic data set and a meta-analysis of diet and morphology, we investigated a potential case of HHS in the prions (Pachyptila spp.), seabirds distinguished by their bills, prey choice, and timing of breeding. Using approximate Bayesian computation, we show that the medium-billed Salvin's prion (Pachyptila salvini) could be a hybrid between the narrow-billed Antarctic prion (Pachyptila desolata) and broad-billed prion (Pachyptila vittata). Remarkably, P. salvini's intermediate bill width has given it a feeding advantage with respect to the other Pachyptila species, allowing it to consume a broader range of prey, potentially increasing its fitness. Available metadata showed that P. salvini is also intermediate in breeding phenology and, with no overlap in breeding times, it is effectively reproductively isolated from either parental species through allochrony. These results provide evidence for a case of HHS in nature, and show for the first time that additivity of divergent parental traits alone can lead directly to increased hybrid fitness and reproductive isolation.",31028398,https://pubmed.ncbi.nlm.nih.gov/31028398/,PMC6657733,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6657733/,,
